school_common_name,seed,count,mean,std,min,25%,50%,75%,max,mean_wtDist,std_wtDist,min_wtDist,25%_wtDist,50%_wtDist,75%_wtDist,max_wtDist
Alabama,2.0,2.0,181.47761426000005,189.3533291468699,47.58459118,114.53110272000002,181.47761426000005,248.42412580000007,315.3706373400001,130.66388226720002,136.3343969857463,34.2609056496,82.46239395840001,130.66388226720002,178.86537057600003,227.06685888480004
Alabama,4.0,1.0,185.24933623,,185.24933623,185.24933623,185.24933623,185.24933623,185.24933623,79.65721457890001,,79.65721457890001,79.65721457890001,79.65721457890001,79.65721457890001,79.65721457890001
Arizona,1.0,6.0,494.2519564383333,299.83403393240843,0.42253228,381.25926475250003,515.16005497,700.1794839299998,836.29080148,494.2519564383333,299.83403393240843,0.42253228,381.25926475250003,515.16005497,700.1794839299998,836.29080148
Arizona,2.0,7.0,726.6543268942858,252.87757166242022,431.29982481,591.57626055,591.57626055,884.9658987649999,1110.61988427,523.1911153638856,182.0718515969426,310.5358738632,425.934907596,425.934907596,637.1754471108,799.6463166744
Arizona,3.0,4.0,698.4225574275,640.5547351310743,99.81703744,263.048092285,576.87462269,1012.2490878325,1540.12394689,356.19550428802506,326.6829149168479,50.9066890944,134.15452706535,294.20605757190003,516.247034794575,785.4632129139001
Arizona,4.0,3.0,1170.7893094366666,313.78258150225713,836.29080148,1026.8683940350002,1217.44598659,1338.038563415,1458.63114024,503.4394030577667,134.9265100459706,359.6050446364,441.55340943505007,523.5017742337001,575.35658226845,627.2113903032
Arkansas,1.0,2.0,384.26204010999993,272.31623895175176,191.70538092,287.983710515,384.26204010999993,480.5403697049998,576.8186992999998,384.26204010999993,272.31623895175176,191.70538092,287.983710515,384.26204010999993,480.5403697049998,576.8186992999998
Arkansas,2.0,1.0,450.27649515,,450.27649515,450.27649515,450.27649515,450.27649515,450.27649515,324.199076508,,324.199076508,324.199076508,324.199076508,324.199076508,324.199076508
Arkansas,3.0,1.0,585.18856667,,585.18856667,585.18856667,585.18856667,585.18856667,585.18856667,298.4461690017,,298.4461690017,298.4461690017,298.4461690017,298.4461690017,298.4461690017
Arkansas,4.0,3.0,622.8788602933334,164.26463394420605,450.27649515,545.6724779250001,641.0684607000002,709.1800428650001,777.2916250300002,267.83790992613336,70.6337925960086,193.6188929145,234.63916550775005,275.6594381010001,304.9474184319501,334.2353987629001
Auburn,1.0,1.0,497.20864678,,497.20864678,497.20864678,497.20864678,497.20864678,497.20864678,497.20864678,,497.20864678,497.20864678,497.20864678,497.20864678,497.20864678
Auburn,4.0,1.0,1835.18196624,,1835.18196624,1835.18196624,1835.18196624,1835.18196624,1835.18196624,789.1282454832,,789.1282454832,789.1282454832,789.1282454832,789.1282454832,789.1282454832
BYU,3.0,1.0,354.4797280800001,,354.4797280800001,354.4797280800001,354.4797280800001,354.4797280800001,354.4797280800001,180.78466132080004,,180.78466132080004,180.78466132080004,180.78466132080004,180.78466132080004,180.78466132080004
BYU,4.0,1.0,1562.78534726,,1562.78534726,1562.78534726,1562.78534726,1562.78534726,1562.78534726,671.9976993217999,,671.9976993217999,671.9976993217999,671.9976993217999,671.9976993217999,671.9976993217999
Baylor,3.0,4.0,569.5067160575001,259.4757939217954,324.57935556,405.38865411,517.2509683850001,681.3690303325,918.9455719,290.448425189325,132.33265490011567,165.53547133560002,206.74821359610002,263.79799387635,347.498205469575,468.662241669
Boston College,3.0,1.0,168.54067004,,168.54067004,168.54067004,168.54067004,168.54067004,168.54067004,85.95574172040001,,85.95574172040001,85.95574172040001,85.95574172040001,85.95574172040001,85.95574172040001
Boston College,4.0,2.0,1315.9829997699999,1092.041809900678,543.79283065,929.8879152100001,1315.9829997699999,1702.07808433,2088.17316889,565.8726899011,469.5779782572914,233.8309171795,399.8518035403,565.8726899011,731.8935762619,897.9144626227
Butler,4.0,1.0,238.55054061,,238.55054061,238.55054061,238.55054061,238.55054061,238.55054061,102.5767324623,,102.5767324623,102.5767324623,102.5767324623,102.5767324623,102.5767324623
California,4.0,1.0,719.11887201,,719.11887201,719.11887201,719.11887201,719.11887201,719.11887201,309.2211149643,,309.2211149643,309.2211149643,309.2211149643,309.2211149643,309.2211149643
Cincinnati,1.0,1.0,256.72564236,,256.72564236,256.72564236,256.72564236,256.72564236,256.72564236,256.72564236,,256.72564236,256.72564236,256.72564236,256.72564236,256.72564236
Cincinnati,2.0,5.0,681.238853108,588.3035200780884,239.49502453,239.49502453,512.5689378999999,753.3564141100002,1661.27886447,490.49197423775996,423.5785344562236,172.4364176616,172.4364176616,369.04963528799993,542.4166181592001,1196.1207824183998
Cincinnati,3.0,2.0,496.292124555,341.7771351018091,254.61919467,375.45565961249997,496.292124555,617.1285894975,737.96505444,253.10898352305003,174.30633890192266,129.8557892817,191.482386402375,253.10898352305003,314.73558064372503,376.36217776440003
Cincinnati,4.0,2.0,72.84021547500001,37.03497334738643,46.65253468,59.746375077500005,72.84021547500001,85.93405587250001,99.02789627,31.32129265425,15.925038539376166,20.0605899124,25.690941283325,31.32129265425,36.951644025175,42.5819953961
Clemson,4.0,2.0,412.9072432100001,429.6127208400465,109.12517502,261.01620911500004,412.9072432100001,564.798277305,716.6893114000002,177.55011458030003,184.73346996121998,46.9238252586,112.23696991945002,177.55011458030003,242.86325924115005,308.17640390200006
Creighton,3.0,1.0,830.5866157,,830.5866157,830.5866157,830.5866157,830.5866157,830.5866157,423.59917400700004,,423.59917400700004,423.59917400700004,423.59917400700004,423.59917400700004,423.59917400700004
Dayton,4.0,1.0,1732.94779561,,1732.94779561,1732.94779561,1732.94779561,1732.94779561,1732.94779561,745.1675521123,,745.1675521123,745.1675521123,745.1675521123,745.1675521123,745.1675521123
DePaul,3.0,1.0,12.34042806,,12.34042806,12.34042806,12.34042806,12.34042806,12.34042806,6.2936183106,,6.2936183106,6.2936183106,6.2936183106,6.2936183106,6.2936183106
Duke,1.0,14.0,136.74422829714288,117.31146189087094,22.85402538,47.628087150000006,119.28459087,166.2182959275,421.79284851,136.74422829714288,117.31146189087094,22.85402538,47.628087150000006,119.28459087,166.2182959275,421.79284851
Duke,2.0,11.0,267.48326901818183,293.3424755657827,8.661911739999999,47.628087150000006,210.03582542,327.01202302499996,972.68173598,192.5879536930909,211.20658240736356,6.236576452799999,34.292222748,151.2257943024,235.448656578,700.3308499056
Duke,3.0,5.0,769.79789077,689.221288060314,22.85402538,345.59412278,633.02791996,1044.1518283999999,1803.36155733,392.5969242927,351.50285691076016,11.6555529438,176.2530026178,322.8442391796,532.517432484,919.7143942383001
Duke,4.0,1.0,570.39993687,,570.39993687,570.39993687,570.39993687,570.39993687,570.39993687,245.2719728541,,245.2719728541,245.2719728541,245.2719728541,245.2719728541,245.2719728541
Florida,1.0,3.0,340.74742898,212.44022603844297,95.44258559999999,279.421218135,463.39985067,463.39985067,463.39985067,340.74742898,212.44022603844297,95.44258559999999,279.421218135,463.39985067,463.39985067,463.39985067
Florida,2.0,2.0,116.61890928,0.0,116.61890928,116.61890928,116.61890928,116.61890928,116.61890928,83.9656146816,0.0,83.9656146816,83.9656146816,83.9656146816,83.9656146816,83.9656146816
Florida,3.0,4.0,589.715254405,410.48962720040925,63.6905275,363.47251987749996,686.605634435,912.8483689625001,921.95922125,300.75477974655,209.3497098722087,32.482169025000005,185.370985137525,350.16887356185003,465.55266817087505,470.1992028375
Florida,4.0,2.0,307.17475385,299.434503929812,95.44258559999999,201.308669725,307.17475385,413.040837975,518.9069221,132.0851441555,128.75683668981918,41.04031180799999,86.56272798174999,132.0851441555,177.60756032925,223.129976503
Florida State,3.0,4.0,705.7392009524999,844.4163569200562,219.17619283,219.17619283,319.710913775,806.2739218975,1964.35878343,359.92699248577503,430.65234202922863,111.77985834329999,111.77985834329999,163.05256602525003,411.19970016772504,1001.8229795492999
Florida State,4.0,2.0,717.009317465,419.68722495776535,420.24563472000006,568.6274760925,717.009317465,865.3911588375,1013.77300021,308.31400650995,180.4655067318391,180.70562292960003,244.50981471977502,308.31400650995,372.11819830012496,435.9223900903
Georgetown,1.0,3.0,401.36838374000007,124.01843589058008,303.62672544,331.61327528000004,359.59982512000005,450.2392128900001,540.8786006600002,401.36838374000007,124.01843589058008,303.62672544,331.61327528000004,359.59982512000005,450.2392128900001,540.8786006600002
Georgetown,2.0,4.0,178.659696775,80.0194166497143,96.67911389,117.8507772875,178.75600928,239.5649287675,260.44765465,128.634981678,57.613979987794295,69.60896200079999,84.85255964699999,128.70432668159998,172.4867487126,187.522311348
Georgetown,3.0,3.0,390.95006330666666,86.5570182900109,324.43644023,342.01813267500006,359.59982512000005,424.206874845,488.81392457,199.3845322864,44.14407932790557,165.4625845173,174.42924766425,183.39591081120003,216.34550617095002,249.2951015307
Georgetown,4.0,2.0,1364.94703457,1386.2213810836072,384.74049578,874.843765175,1364.94703457,1855.050303965,2345.15357336,586.9272248651,596.0751938659511,165.4384131854,376.18281902524996,586.9272248651,797.67163070495,1008.4160365447999
Georgia,3.0,2.0,382.0872416100001,301.13928144301485,169.14961362000003,275.61842761500003,382.0872416100001,488.5560556050001,595.0248696000001,194.86449322110005,153.58103353593756,86.26630294620001,140.56539808365002,194.86449322110005,249.16358835855004,303.46268349600007
Georgia Tech,2.0,2.0,230.43543535,323.160788907376,1.9262501,116.180842725,230.43543535,344.690027975,458.9446206,165.913513452,232.67576801331072,1.386900072,83.650206762,165.913513452,248.17682014199997,330.440126832
Georgia Tech,3.0,2.0,535.32354392,186.78737536411103,403.24492416,469.28423404,535.32354392,601.3628538,667.40216368,273.0150073992,95.2615614356966,205.6549113216,239.33495936039998,273.0150073992,306.69505543799994,340.37510347679995
Georgia Tech,4.0,2.0,846.4067213599999,980.1504074490771,153.33572167,499.871221515,846.4067213599999,1192.942221205,1539.47772105,363.9548901848,421.46467520310307,65.9343603181,214.94462525144996,363.9548901848,512.9651551181499,661.9754200514999
Gonzaga,1.0,3.0,549.55293982,0.0,549.55293982,549.55293982,549.55293982,549.55293982,549.55293982,549.55293982,0.0,549.55293982,549.55293982,549.55293982,549.55293982,549.55293982
Gonzaga,2.0,2.0,229.39774578,0.0,229.39774578,229.39774578,229.39774578,229.39774578,229.39774578,165.1663769616,0.0,165.1663769616,165.1663769616,165.1663769616,165.1663769616,165.1663769616
Gonzaga,3.0,2.0,834.3179485549999,402.7185374423298,549.55293982,691.9354441875,834.3179485549999,976.7004529225,1119.08295729,425.50215376305005,205.38645409558825,280.2719993082,352.887076535625,425.50215376305005,498.11723099047504,570.7323082179
Gonzaga,4.0,2.0,288.30060972499996,3.5545489901572718,285.78716403,287.0438868775,288.30060972499996,289.5573325725,290.81405542,123.96926218175,1.5284560657676252,122.88848053289999,123.428871357325,123.96926218175,124.509653006175,125.05004383059999
Houston,3.0,1.0,446.19408768000005,,446.19408768000005,446.19408768000005,446.19408768000005,446.19408768000005,446.19408768000005,227.55898471680004,,227.55898471680004,227.55898471680004,227.55898471680004,227.55898471680004,227.55898471680004
Illinois,1.0,3.0,146.25416350666666,59.509236697666076,111.89648968,111.89648968,111.89648968,163.43300041999998,214.96951116,146.25416350666666,59.509236697666076,111.89648968,111.89648968,111.89648968,163.43300041999998,214.96951116
Illinois,3.0,3.0,386.23178618000003,153.66807509823352,209.41445442,335.593156535,461.77185865,474.64045206000003,487.5090454700001,196.97821095180004,78.3707183000991,106.8013717542,171.15250983285,235.50364791150002,242.06663055060005,248.62961318970005
Illinois,4.0,5.0,591.505424256,640.436714562009,111.89648968,126.15695413,514.34605896,525.61151519,1679.51610332,254.34733243008,275.38778726166385,48.1154905624,54.2474902759,221.1688053528,226.0129515317,722.1919244275999
Indiana,1.0,3.0,73.46469333,49.23826101250704,45.03697008,45.03697008,45.03697008,87.678554955,130.32013983,73.46469333,49.23826101250704,45.03697008,45.03697008,45.03697008,87.678554955,130.32013983
Indiana,2.0,3.0,1028.1535963866665,826.6845981584374,75.75133861,762.1923097299999,1448.63328085,1504.3547252749997,1560.0761696999996,740.2705893983999,595.212910674075,54.5409637992,548.7784630056,1043.015962212,1083.1354021979998,1123.2548421839997
Indiana,3.0,1.0,601.7729586600002,,601.7729586600002,601.7729586600002,601.7729586600002,601.7729586600002,601.7729586600002,306.9042089166001,,306.9042089166001,306.9042089166001,306.9042089166001,306.9042089166001,306.9042089166001
Indiana,4.0,3.0,1463.4011982833333,622.8792041918897,747.42232106,1254.7872768349998,1762.1522326099996,1821.3906368949997,1880.62904118,629.2625152618333,267.83805780251254,321.3915980558,539.5585290390499,757.7254600222998,783.1979738648499,808.6704877074
Iowa,2.0,1.0,1250.00582699,,1250.00582699,1250.00582699,1250.00582699,1250.00582699,1250.00582699,900.0041954328,,900.0041954328,900.0041954328,900.0041954328,900.0041954328,900.0041954328
Iowa,3.0,1.0,432.59849019999996,,432.59849019999996,432.59849019999996,432.59849019999996,432.59849019999996,432.59849019999996,220.625230002,,220.625230002,220.625230002,220.625230002,220.625230002,220.625230002
Iowa,4.0,2.0,748.152431985,408.4392083758092,459.34229804,603.7473650125,748.152431985,892.5574989575,1036.96256593,321.70554575355,175.62885960159792,197.5171881572,259.611366955375,321.70554575355,383.799724551725,445.8939033499
Iowa State,2.0,2.0,674.7343414799999,664.7753550195239,204.66717998,439.70076072999996,674.7343414799999,909.76792223,1144.80150298,485.8087258655999,478.6382556140572,147.36036958559998,316.5845477255999,485.8087258655999,655.0329040055999,824.2570821455998
Iowa State,3.0,2.0,701.4719356100001,297.5715511834256,491.05707388,596.2645047450001,701.4719356100001,806.679366475,911.88679734,357.7506871611,151.76149110354703,250.4391076788,304.09489741995003,357.7506871611,411.40647690225,465.06226664340005
Iowa State,4.0,1.0,612.60345519,,612.60345519,612.60345519,612.60345519,612.60345519,612.60345519,263.4194857317,,263.4194857317,263.4194857317,263.4194857317,263.4194857317,263.4194857317
Kansas,1.0,14.0,312.111546445,182.02020233076416,37.25740516,197.87559495,270.78726809,433.6781223125,592.8500711,312.111546445,182.02020233076416,37.25740516,197.87559495,270.78726809,433.6781223125,592.8500711
Kansas,2.0,7.0,430.7041963228572,315.52417408891904,163.09746008000005,216.72799109000005,271.21601408000004,571.440733295,1004.27845133,310.10702135245714,227.17740534402168,117.43017125760002,156.04415358480003,195.27553013760001,411.4373279724,723.0804849576
Kansas,3.0,3.0,431.7637818233333,139.0580214955072,271.21601408000004,390.460215835,509.70441759,512.0376656949999,514.3709137999998,220.19952872989998,70.91959096270868,138.3201671808,199.13471007585,259.9492529709,261.1392095044499,262.3291660379999
Kansas,4.0,5.0,556.4948966320001,315.2910915507597,37.25740516,584.36214324,592.8500711,678.1518819800001,889.85298168,239.29280555176,135.57516936682669,16.0206842188,251.27572159320002,254.925530573,291.60530925140006,382.6367821224
Kansas State,2.0,2.0,263.10090882000003,0.0,263.10090882000003,263.10090882000003,263.10090882000003,263.10090882000003,263.10090882000003,189.4326543504,0.0,189.4326543504,189.4326543504,189.4326543504,189.4326543504,189.4326543504
Kansas State,4.0,3.0,683.8270704466668,640.7571022887583,107.96942496,338.70311839,569.43681182,971.75589319,1374.07497456,294.04564029206665,275.52555398416604,46.4268527328,145.6423409077,244.8578290826,417.8550340717,590.8522390608
Kentucky,1.0,10.0,419.312956849,438.5370092610993,69.96016089,162.04423623499997,229.97872766500004,573.3669833949998,1468.1753988,419.312956849,438.5370092610993,69.96016089,162.04423623499997,229.97872766500004,573.3669833949998,1468.1753988
Kentucky,2.0,7.0,366.74381627428573,262.408555286719,74.23519337,149.59506825,295.6483218,583.576108925,730.9808444,264.0555477174857,188.93415980643763,53.4493392264,107.70844914,212.866791696,420.174798426,526.306207968
Kentucky,3.0,2.0,679.4847227749999,52.4482710698485,642.3981946399998,660.9414587074998,679.4847227749999,698.0279868425,716.57125091,346.53720861524994,26.748618245622744,327.6230792663999,337.08014394082494,346.53720861524994,355.99427328967494,365.4513379641
Kentucky,4.0,3.0,520.6260485333333,197.13402904839603,313.80478242,427.74868954499993,541.69259667,624.03668159,706.38076651,223.86920086933333,84.76763249081029,134.9360564406,183.93193650435,232.92781656809998,268.33577308369996,303.74372959929997
LSU,3.0,1.0,567.9828036800002,,567.9828036800002,567.9828036800002,567.9828036800002,567.9828036800002,567.9828036800002,289.6712298768001,,289.6712298768001,289.6712298768001,289.6712298768001,289.6712298768001,289.6712298768001
LSU,4.0,3.0,895.1139228133334,413.82425321649106,567.9828036800002,662.508867055,757.0349304299998,1058.6794823799999,1360.32403433,384.8989868097333,177.94442888309118,244.23260558240008,284.87881283365,325.5250200848999,455.23217742339995,584.9393347619
La Salle,4.0,1.0,175.45031556,,175.45031556,175.45031556,175.45031556,175.45031556,175.45031556,75.44363569080001,,75.44363569080001,75.44363569080001,75.44363569080001,75.44363569080001,75.44363569080001
Louisville,1.0,1.0,69.49413264,,69.49413264,69.49413264,69.49413264,69.49413264,69.49413264,69.49413264,,69.49413264,69.49413264,69.49413264,69.49413264,69.49413264
Louisville,2.0,2.0,756.2861783750001,914.9163050302083,109.34265487,432.81441662250006,756.2861783750001,1079.7579401275002,1403.2297018800002,544.5260484300001,658.73973962175,78.7267115064,311.6263799682,544.5260484300001,777.4257168918001,1010.3253853536002
Louisville,3.0,2.0,1126.2970746,1126.5679482995108,329.6932388900001,727.995156745,1126.2970746,1524.5989924550001,1922.90091031,574.411508046,574.5496536327504,168.14355183390006,371.27752993995006,574.411508046,777.54548615205,980.6794642581
Louisville,4.0,9.0,859.6868004544444,758.1848693560302,109.34265487,152.59007647,714.34052902,1399.09758473,1946.63728251,369.66532419541113,326.019493823093,47.0173415941,65.61373288210001,307.1664274786,601.6119614339001,837.0540314793
Loyolaâ€“Chicago,4.0,1.0,769.9159512599998,,769.9159512599998,769.9159512599998,769.9159512599998,769.9159512599998,769.9159512599998,331.0638590417999,,331.0638590417999,331.0638590417999,331.0638590417999,331.0638590417999,331.0638590417999
Marquette,3.0,3.0,327.56607883333334,75.07897828806666,243.93161347,296.77300331000004,349.61439315,369.383311515,389.15222988,167.058700205,38.290278926914,124.40512286970001,151.35423168810001,178.3033405065,188.38548887265,198.4676372388
Marquette,4.0,1.0,845.1888342000002,,845.1888342000002,845.1888342000002,845.1888342000002,845.1888342000002,845.1888342000002,363.4311987060001,,363.4311987060001,363.4311987060001,363.4311987060001,363.4311987060001,363.4311987060001
Maryland,1.0,1.0,8.28908914,,8.28908914,8.28908914,8.28908914,8.28908914,8.28908914,8.28908914,,8.28908914,8.28908914,8.28908914,8.28908914,8.28908914
Maryland,2.0,1.0,765.31780586,,765.31780586,765.31780586,765.31780586,765.31780586,765.31780586,551.0288202192,,551.0288202192,551.0288202192,551.0288202192,551.0288202192,551.0288202192
Maryland,3.0,3.0,1606.5920027599998,592.3338474904738,932.29262098,1388.3944692549999,1844.49631753,1943.74169365,2042.98706977,819.3619214076001,302.09026222014165,475.46923669980004,708.0811793200501,940.6931219403,991.3082637615,1041.9234055827
Maryland,4.0,6.0,1144.3427240583333,966.4582855369316,287.35301895,297.944287645,911.1162972999999,1943.825578735,2374.85510716,492.0673713450833,415.57706278088057,123.56179814849999,128.11604368735,391.780007839,835.8449988560501,1021.1876960788
Memphis,1.0,2.0,279.59830887,205.70689075547966,134.14157148,206.869940175,279.59830887,352.326677565,425.05504626,279.59830887,205.70689075547966,134.14157148,206.869940175,279.59830887,352.326677565,425.05504626
Memphis,2.0,2.0,431.26875626000003,78.92065384574151,375.46342675,403.366091505,431.26875626000003,459.171421015,487.07408577,310.51350450719997,56.82287076893388,270.33366725999997,290.42358588359997,310.51350450719997,330.6034231307999,350.69334175439997
Memphis,3.0,1.0,330.92976718000006,,330.92976718000006,330.92976718000006,330.92976718000006,330.92976718000006,330.92976718000006,168.77418126180004,,168.77418126180004,168.77418126180004,168.77418126180004,168.77418126180004,168.77418126180004
Miami (FL),2.0,2.0,1186.511031355,108.72350403144836,1109.63190438,1148.0714678675,1186.511031355,1224.9505948424999,1263.39015833,854.2879425756,78.28092290264283,798.9349711535999,826.6114568646,854.2879425756,881.9644282866,909.6409139976
Miami (FL),3.0,1.0,1222.12491022,,1222.12491022,1222.12491022,1222.12491022,1222.12491022,1222.12491022,623.2837042122,,623.2837042122,623.2837042122,623.2837042122,623.2837042122,623.2837042122
Michigan,1.0,2.0,910.16559967,1036.908953623183,176.96024709000002,543.56292338,910.16559967,1276.76827596,1643.37095225,910.16559967,1036.908953623183,176.96024709000002,543.56292338,910.16559967,1276.76827596,1643.37095225
Michigan,2.0,3.0,414.21419354666665,168.1726348872457,220.0274711,365.257408075,510.48734505,511.30755477,512.12776449,298.2342193536,121.0842971188169,158.419779192,262.985333814,367.550888436,368.1414394344,368.7319904328
Michigan,3.0,6.0,1026.5504592066666,553.9511676715757,591.56383313,639.35347674,784.9251677650001,1287.782076935,1951.65796019,523.5407341954001,282.5150955125037,301.6975548963,326.0702731374,400.31183556015003,656.7688592368501,995.3455596969001
Michigan,4.0,2.0,245.32348451,295.4361855354448,36.41855431,140.87101941,245.32348451,349.77594961,454.22841471,105.4890983393,127.03755978024124,15.659978353299998,60.574538346299995,105.4890983393,150.40365833229998,195.3182183253
Michigan State,1.0,5.0,323.36022565799993,199.61552433958494,165.50837956,175.76100106,205.26990985,467.88614929,602.3756885299998,323.36022565799993,199.61552433958494,165.50837956,175.76100106,205.26990985,467.88614929,602.3756885299998
Michigan State,2.0,2.0,442.928783075,43.42349526541941,412.22373511,427.5762590925,442.928783075,458.2813070575,473.63383104,318.908723814,31.264916591101986,296.80108927919997,307.8549065466,318.908723814,329.9625410814,341.0163583488
Michigan State,3.0,3.0,329.79680072333343,449.3279496251816,63.1934307,70.410654865,77.62787903,463.0984857350001,848.5690924400002,168.19636836890004,229.1572543088426,32.228649657,35.90943398115,39.5902183053,236.18022772485006,432.7702371444001
Michigan State,4.0,2.0,1116.5508704650001,722.0128206496586,606.01070888,861.2807896725001,1116.5508704650001,1371.8209512575,1627.0910320500002,480.11687429995004,310.46551287935324,260.5846048184,370.35073955917505,480.11687429995004,589.883009040725,699.6491437815001
Minnesota,1.0,1.0,412.9631666,,412.9631666,412.9631666,412.9631666,412.9631666,412.9631666,412.9631666,,412.9631666,412.9631666,412.9631666,412.9631666,412.9631666
Mississippi State,2.0,1.0,554.0827344100002,,554.0827344100002,554.0827344100002,554.0827344100002,554.0827344100002,554.0827344100002,398.9395687752001,,398.9395687752001,398.9395687752001,398.9395687752001,398.9395687752001,398.9395687752001
Mississippi State,3.0,1.0,465.33852819,,465.33852819,465.33852819,465.33852819,465.33852819,465.33852819,237.3226493769,,237.3226493769,237.3226493769,237.3226493769,237.3226493769,237.3226493769
Missouri,1.0,1.0,1048.15967135,,1048.15967135,1048.15967135,1048.15967135,1048.15967135,1048.15967135,1048.15967135,,1048.15967135,1048.15967135,1048.15967135,1048.15967135,1048.15967135
Missouri,2.0,1.0,249.20705326,,249.20705326,249.20705326,249.20705326,249.20705326,249.20705326,179.4290783472,,179.4290783472,179.4290783472,179.4290783472,179.4290783472,179.4290783472
Missouri,3.0,3.0,860.9405890499999,393.46594525851145,493.53013046,653.3591790800001,813.1882277000002,1044.645818345,1276.10340899,439.0797004155001,200.66763208184082,251.70036653460002,333.21318133080007,414.7259961270001,532.7693673559501,650.8127385849
Missouri,4.0,1.0,334.62071092,,334.62071092,334.62071092,334.62071092,334.62071092,334.62071092,143.8869056956,,143.8869056956,143.8869056956,143.8869056956,143.8869056956,143.8869056956
NC State,3.0,3.0,1043.36890094,523.3170199155566,523.91517236,779.820605,1035.72603764,1303.0957652299999,1570.46549282,532.1181394794,266.8916801569339,267.1967379036,397.70850855000003,528.2202791964,664.5788402673,800.9374013382001
Nebraska,3.0,1.0,335.63975936,,335.63975936,335.63975936,335.63975936,335.63975936,335.63975936,171.17627727360002,,171.17627727360002,171.17627727360002,171.17627727360002,171.17627727360002,171.17627727360002
New Mexico,3.0,3.0,948.1935048700001,509.70252572620484,485.61386392,674.979783025,864.34570213,1179.483325345,1494.62094856,483.5786874836999,259.94828812036445,247.66307059919998,344.23968934274995,440.81630808629995,601.53649592595,762.2566837656
